epoch,train_loss,val_loss
1,0.012488,0.003624
2,0.004086,0.002909
3,0.002409,0.003149
4,0.001320,0.001084
5,0.001192,0.001355
6,0.000698,0.007064
7,0.000615,0.003291
8,0.000588,0.002202
9,0.000531,0.002059
