epoch,train_loss,val_loss
1,0.003813,0.004611
2,0.001285,0.003309
3,0.001061,0.005917
4,0.000945,0.002759
5,0.000907,0.002611
6,0.000854,0.002376
7,0.000804,0.001703
8,0.000710,0.002693
9,0.000722,0.001917
10,0.000703,0.003011
11,0.000633,0.004703
12,0.000593,0.003267
