epoch,train_loss,val_loss
1,0.029066,0.045289
2,0.005425,0.003932
3,0.002383,0.001928
4,0.002278,0.004090
5,0.002711,0.005645
6,0.002503,0.004701
7,0.002335,0.004274
8,0.002358,0.004570
