epoch,train_loss,val_loss
1,0.017189,0.014292
2,0.003149,0.005104
3,0.001710,0.002524
4,0.001259,0.001392
5,0.001176,0.002192
6,0.001136,0.001981
7,0.000949,0.000844
8,0.000850,0.000790
9,0.001249,0.003416
10,0.000931,0.000817
11,0.000743,0.000589
12,0.000827,0.001408
13,0.000777,0.000732
14,0.000741,0.000743
15,0.000817,0.001417
16,0.000647,0.000295
17,0.001145,0.003991
18,0.000892,0.000924
19,0.000647,0.000676
20,0.000575,0.000323
21,0.000634,0.001560
