epoch,train_loss,val_loss
1,0.013916,0.007715
2,0.003076,0.001774
3,0.002466,0.001551
4,0.002056,0.001571
5,0.002101,0.001979
6,0.001747,0.001678
7,0.002012,0.001924
8,0.001546,0.001813
