epoch,train_loss,val_loss
1,0.002989,0.003852
2,0.000960,0.003979
3,0.000730,0.002467
4,0.000668,0.000917
5,0.000637,0.002884
6,0.000616,0.002866
7,0.000572,0.001854
8,0.000554,0.001326
9,0.000556,0.002423
