epoch,train_loss,val_loss
1,0.007722,0.006627
2,0.002028,0.002957
3,0.001009,0.000735
4,0.000672,0.003818
5,0.000608,0.000471
6,0.000550,0.001273
7,0.000527,0.000411
8,0.000506,0.000701
9,0.000491,0.000527
10,0.000468,0.000534
11,0.000467,0.000443
12,0.000451,0.000463
