epoch,train_loss,val_loss
1,0.016769,0.008719
2,0.005808,0.006463
3,0.004953,0.007165
4,0.003661,0.005043
5,0.002120,0.002384
6,0.001447,0.005587
7,0.001169,0.002594
8,0.000807,0.003499
9,0.000872,0.001976
10,0.000656,0.003066
11,0.000742,0.003294
12,0.000501,0.004287
13,0.000562,0.004462
14,0.000448,0.003219
