epoch,train_loss,val_loss
1,0.622994,0.624049
2,0.586394,0.592452
3,0.558118,0.560140
4,0.531325,0.526235
5,0.491820,0.487735
6,0.456036,0.444901
7,0.424872,0.398156
8,0.370356,0.346895
9,0.323770,0.289911
10,0.274344,0.225825
11,0.237524,0.159068
12,0.152033,0.093480
13,0.076468,0.035785
14,0.039037,0.002330
15,0.017920,0.011132
16,0.019468,0.052955
17,0.061750,0.077149
18,0.089667,0.071877
19,0.060061,0.053184
